Название;Описание;Артикул;Поставщик;Ссылка;Цена Each;Цена Case
Extran* AP 11 mildly alkaline 10l;Extran® AP 11;EM1.07558.9010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07558.9010;$934.74;Цена для Case не найдена
Extran* AP18 liquid, mild alkaline concentrate, pH: 13, Storage: +15 to +25 deg C, Size: 5L;Extran® AP 18;EM1.40118.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.40118.5000;$163.90;Цена для Case не найдена
Extran* AP 11 mildly alkaline 25kg;Extran® AP 11;EM1.07558.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07558.9025;$3,042.38;Цена для Case не найдена
Extran* AP 11 mildly alkaline 2l;Extran® AP 11;EM1.07558.2000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07558.2000;$302.09;$1,193.68
Extran* AP 11 mildly alkaline 10l;Extran® AP 11;EM1.07558.9010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07558.9010;$934.74;Цена для Case не найдена
extran* MN 01 Powdered Detergent for Manual Washing;1.8kg. Multi-purpose, phosphate-free powder. For heavy-duty cleaning. Anionic surfactants and auxiliary agents. Use on glass, plastic, rubber, and more. Dose: 2 to 5g per liter. pH of 0.2% solution: 10.9.;EM-EX0995-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0995-1;$114.41;Цена для Case не найдена
Extran* AP 12 alkaline 2l;Extran® AP 12;EM1.07563.2000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07563.2000;$173.22;$676.46
Extran* AP 22 acidic with citric acid 2.5l;EXTRAN AP 22 ACIDIC WITH CITRI;EM1.07561.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07561.2500;$77.29;$304.06
extran* MN 01Powdered Detergent for Manual Washing;10kg. Multi-purpose, phosphate-free powder. For heavy-duty cleaning. Anionic surfactants and auxiliary agents. Use on glass, plastic, rubber, and more. Dose: 2 to 5g per liter. pH of 0.2% solution: 10.9.;EM-EX0995-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0995-5;$263.59;Цена для Case не найдена
Extran* AP 22 acidic with citric acid 25kg;Extran® AP 22;EM1.07561.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07561.9025;$799.12;Цена для Case не найдена
Extran* AP 22 acidic with citric acid 10l;EXTRAN AP 22 ACIDIC WITH CITRI;EM1.07561.9010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07561.9010;$440.31;Цена для Case не найдена
Extran* AP 12 alkaline 25kg;Extran® AP 12;EM1.07563.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07563.9025;$1,483.67;Цена для Case не найдена
Extran* AP 12 alkaline 10l;Extran® AP 12;EM1.07563.9010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07563.9010;$574.71;Цена для Case не найдена
Adapter;Adapter composed of Polypropylene, for 10l and 25l Extran canister, for cleaning of lab equipments, Pack size: 1Piece;EM9.67212.0001;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM9.67212.0001;$86.62;Цена для Case не найдена
extran* MA 01Liquid Detergent for Manual Washing;205L. Alkaline solution and phosphate-based compounds clean heavily contaminated items. Removes radioactive contamination. Use on glass, plastic, quartz, porcelain, and more. Dose: 20 to 200mL/L. pH of 2% solution: 11.6.;EM-EX0993-20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0993-20;$2,734.32;Цена для Case не найдена
Extran* AP 21 acidic with phosphoric acid 10l;Extran® AP 21;EM1.07559.9010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07559.9010;$325.05;Цена для Case не найдена
Extran* AP 21 acidic with phosphoric acid 25kg;Extran® AP 21;EM1.07559.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07559.9025;$734.98;Цена для Case не найдена
Extran* AP 21 acidic with phosphoric acid 2.5l;Extran® AP 21;EM1.07559.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07559.2500;$88.79;$347.17
Extran* MA 02 neutral 10l;Extran® MA 02 Liquid;EM1.07553.9010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07553.9010;$337.28;Цена для Case не найдена
Extran* MA 02 neutral 2.5l;Extran® MA 02 Liquid;EM1.07553.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07553.2500;$82.83;$322.66
extran* 300 Liquid Detergent for Manual Washing;1L. Removes contamination, burnt-on residues, and organic materials. Phosphate- and halogen-free. Use in ultrasonic cleaning baths. For use on glass, plastic, quartz, porcelain, and more. Dose: 10 to 200mL/L. pH of 1% solution: 10.1.;EM-EX0996-2;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0996-2;$57.08;$315.12
extran* 300 Liquid Detergent for Manual Washing;20L. Removes contamination, burnt-on residues, and organic materials. Phosphate- and halogen-free. Use in ultrasonic cleaning baths. For use on glass, plastic, quartz, porcelain, and more. Dose: 10 to 200mL/L. pH of 1% solution: 10.1.;EM-EX0996-7;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0996-7;$659.50;Цена для Case не найдена
Extran* MA 02 neutral 25kg;Extran® MA 02;EM1.07553.9025;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.07553.9025;$644.31;Цена для Case не найдена
extran* 300 Liquid Detergent for Manual Washing;205L. Removes contamination, burnt-on residues, and organic materials. Phosphate- and halogen-free. Use in ultrasonic cleaning baths. For use on glass, plastic, quartz, porcelain, and more. Dose: 10 to 200mL/L. pH of 1% solution: 10.1.;EM-EX0996-20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0996-20;$3,728.78;Цена для Case не найдена
Tap PE;Tap, Material: Polyethylene, attachable, self-venting, for 5 l, 10 l and 25 l PE canisters with KS 60x6 external thread;EM1.12937.0001;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.12937.0001;$121.00;Цена для Case не найдена
extran* 300 Liquid Detergent for Manual Washing;4L. Removes contamination, burnt-on residues, and organic materials. Phosphate- and halogen-free. Use in ultrasonic cleaning baths. For use on glass, plastic, quartz, porcelain, and more. Dose: 10 to 200mL/L. pH of 1% solution: 10.1.;EM-EX0996-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-EX0996-1;$168.52;$611.22
Formic Acid;Methanoic Acid. CAS RN 64-18-6. Formula Weight: 46.03. Density: 1.22 kg/L. Guaranteed Reagent, 98% min. Meets ACS Specifications. Certificate of guarantee provided. Poly bottle. 500mL.;EM-FX0440-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-FX0440-5;$228.00;Цена для Case не найдена
PHOSPHORIC ACID 85% ACS 4L;Описание не найдено;EM-PX0995-4000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-PX0995-4000;$1,131.00;$1,073.44
SULFURIC ACID ACS RE 2500ML;Описание не найдено;EMD-SX1244-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EMD-SX1244-5;$126.00;$716.00
Nitric Acid;Aqua fortis. CAS RN 7697-37-2. Formula Weight: 63.01. Guaranteed Reagent, 68.0-70.0%. Meets ACS specifications. Subject to postal/shipping restrictions. Packaged in PVC-coated container. 500mL.;EM-NX0409P-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-NX0409P-5;$269.00;$1,031.00
PHOSPHORIC ACID 85% ACS SOL 2;Описание не найдено;EM-PX0995-78;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-PX0995-78;$1,037.00;Цена для Case не найдена
Nitric Acid;Aqua fortis. CAS RN 7697-37-2. Formula Weight: 63.01. Guaranteed Reagent, 68.0-70.0%. Meets ACS specifications. Subject to postal/shipping restrictions. 2.5L.;EM-NX0409-2;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-NX0409-2;$215.00;$1,186.00
NITRIC ACID ACS RGNT 500ML;Описание не найдено;EMD-NX0409-4;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EMD-NX0409-4;$215.00;$803.00
Boric Acid;CAS RN 10043-35-3. Formula Weight: 61.83. Crystals, Guaranteed Reagent, 99.5% min. Meets ACS Specifications. Packaged in a fiber drum with plastic liner. 12kg.;EM-BX0865-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-BX0865-5;$389.00;Цена для Case не найдена
Boric Acid;CAS RN 10043-35-3. Formula Weight: 61.83. Crystals, Guaranteed Reagent, 99.5% min. Meets ACS Specifications. Packaged in a plastic container. 500g.;EM-BX0865-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-BX0865-1;$149.00;$533.00
Boric Acid;CAS RN 10043-35-3. Formula Weight: 61.83. Crystals, Guaranteed Reagent, 99.5% min. Meets ACS Specifications. Packaged in a plastic container. 2.5kg.;EM-BX0865-3;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-BX0865-3;$205.00;$646.00
Boric Acid, Acs Gr 150Kg;Cas# 10043-35-3;EM-BX0865-30;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-BX0865-30;$5,441.00;Цена для Case не найдена
Acetic Acid;"Ethanolic acid; Glacial acetic acid. CAS RN 64-19-7. Formula Weight: 60.05. Density: 1.05kg/L. Guaranteed Reagent, 99.7% min. by freezing point. Meets ACS Specifications. Packaged in a glass bottle. Subject to postal/shipping restrictions. 500mL.";EM-AX0073-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0073-6;$125.00;Цена для Case не найдена
o-Phosphoric Acid;Orthophosphoric acid. CAS RN 7664-38-2. Formula Weight: 98.00. Guaranteed Reagent, 85.0% min. Meets ACS specifications. Subject to postal/shipping restrictions. 500mL.;EM-PX0995-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-PX0995-6;$227.00;$1,244.00
Acetic Acid, Glacial, GR;Acetic Acid, Glacial, GR;EM-AX0073-78;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0073-78;$936.00;Цена для Case не найдена
Citric Acid;2-Hydroxy-1,2,3-propanetricarboxylic acid. CAS RN 77-92-9. Formula Weight: 192.13. Anhydrous, granular, Guaranteed Reagent, 99.5% min. Meets ACS Specifications. Packaged in a plastic container. 2.5kg.;EM-CX1723-3;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-CX1723-3;$204.00;Цена для Case не найдена
Formic Acid;Methanoic acid. CAS RN 64-18-6. Formula Weight: 46.03. Density: 1.22 kg/L. Guaranteed Reagent, 88% min. Meets ACS Specifications. Store in a cool place. Packaged in a plastic container. 2.5L.;EM-FX0445-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-FX0445-6;$1,266.00;$4,184.00
Citric Acid;2-Hydroxy-1,2,3-propanetricarboxylic acid. CAS RN 77-92-9. Formula Weight: 192.13. Anhydrous, granular, Guaranteed Reagent, 99.5% min. Meets ACS Specifications. Packaged in a plastic container. 2.5kg.;EM-CX1723-3;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-CX1723-3;$204.00;Цена для Case не найдена
Formic Acid;Methanoic acid. CAS RN 64-18-6. Formula Weight: 46.03. Density: 1.22 kg/L. Guaranteed Reagent, 88% min. Meets ACS Specifications. Store in a cool place. Packaged in a plastic container. 2.5L.;EM-FX0445-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-FX0445-6;$1,266.00;$4,184.00
Acetic Acid;"Ethanolic acid; Glacial acetic acid. CAS RN 64-19-7. Formula Weight: 60.05. Density: 1.05kg/L. Guaranteed Reagent, 99.7% min. by freezing point. Meets ACS Specifications. Subject to postal/shipping restrictions. 211kg.";EM-AX0073-21;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0073-21;$3,291.00;Цена для Case не найдена
m-Phosphoric Acid;Metaphosphoric acid. CAS RN 37267-86-0. Formula Weight: n(79.98). Stabilized, Guaranteed Reagent, 33.5-36.5% Meets ACS Specifications. Solubilizer. Stabilized with sodium metaphosphate. Packaged in a plastic container. Subject to postal/shipping restrictions. 2.5kg.;EM-PX1004-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-PX1004-5;$7,390.00;Цена для Case не найдена
Citric Acid;2-Hydroxy-1,2,3-propanetricarboxylic acid. CAS RN 77-92-9. Formula Weight: 192.13. Anhydrous, granular, Guaranteed Reagent, 99.5% min. Meets ACS Specifications. Packaged in a plastic container. 500g.;EM-CX1723-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-CX1723-1;$128.00;$434.00
Formic Acid;Methanoic Acid. CAS RN 64-18-6. Formula Weight: 46.03. Density: 1.22 kg/L. Guaranteed Reagent, 98% min. Meets ACS Specifications. Certificate of guarantee provided. Poly bottle. 2.5L.;EM-FX0440-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-FX0440-6;$739.00;Цена для Case не найдена
Formic Acid;Methanoic Acid. CAS RN 64-18-6. Formula Weight: 46.03. Density: 1.22 kg/L. Guaranteed Reagent, 98% min. Meets ACS Specifications. Certificate of guarantee provided. Packaged in a metal drum with bag. 25L.;EM-FX0440-21;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-FX0440-21;$873.00;Цена для Case не найдена
Formic Acid;Methanoic Acid. CAS RN 64-18-6. Formula Weight: 46.03. Density: 1.22 kg/L. Guaranteed Reagent, 98% min. Meets ACS Specifications. Certificate of guarantee provided. Poly bottle. 1L.;EM-FX0440-7;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-FX0440-7;$686.00;Цена для Case не найдена
Sulfuric Acid, GR;Sulfuric Acid, GR;EM-SX1244-75;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX1244-75;$175.00;$850.00
o-Phosphoric Acid;Orthophosphoric acid. CAS RN 7664-38-2. Formula Weight: 98.00. Guaranteed Reagent, 85.0% min. Meets ACS specifications. Packaged in a PVC-coated container. Subject to postal/shipping restrictions. 500mL.;EM-PX0995P-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-PX0995P-5;$350.00;Цена для Case не найдена
PHOSPHORIC ACID REAG 2500ML;Описание не найдено;EMD-PX0995P-1;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EMD-PX0995P-1;$392.00;$2,166.00
PHOSPHORIC ACID SOLUTION 2.5L;Описание не найдено;EMD-PX0995-3;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EMD-PX0995-3;$331.00;$1,955.00
Sulfuric Acid;Oil of Vitriol. CAS RN 7664-93-9. Formula Weight 98.08. Density 1.84 kg/L. Guaranteed Reagent, 95.0-98.0%. Meets ACS Specifications. Subject to postal/shipping restrictions. 340 kg.;EM-SX1244-23;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX1244-23;$1,808.00;Цена для Case не найдена
Nitric Acid;Aqua fortis. CAS RN 7697-37-2. Formula Weight: 63.01. Guaranteed Reagent, 68.0-70.0%. Meets ACS specifications. Subject to postal/shipping restrictions. Packaged in a PVC-coated container. 2.5L.;EM-NX0409-75;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-NX0409-75;$206.00;$1,180.00
Emsure* Ortho-Phosphoric Acid 85% Grade: Acs,Iso,Reag. Ph Eur, For Analysis, Size: 1L;PERCHLORIC ACID 70-72% ACS ISO GRD 1L;EM1.00519.1010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00519.1010;$345.00;Цена для Case не найдена
Sulfuric Acid, GR;Sulfuric Acid, GR;EM-SX1244PC-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX1244PC-5;$160.00;Цена для Case не найдена
Sulfuric Acid;Oil of Vitriol. CAS RN 7664-93-9. Formula Weight 98.08. Density 1.84 kg/L. Guaranteed Reagent, 95.0-98.0%. Meets ACS Specifications. Subject to postal/shipping restrictions. 500mL. 12/cs.;EM-SX1244-6;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-SX1244-6;$162.00;$780.00
Emsure* Ortho-Phosphoric Acid 85% Grade: Acs,Iso,Reag. Ph Eur, For Analysis, Size: 1L;PERCHLORIC ACID 70-72% ACS ISO GRD 1L;EM1.00519.1010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00519.1010;$345.00;Цена для Case не найдена
Citric Acid, Anhydrous, GR;Citric Acid, Anhydrous, GR;EM-CX1723-20;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-CX1723-20;$3,161.00;Цена для Case не найдена
Emsure*Perchloric Acid 70-72% Grade: Acs,Iso,Reag. Ph Eur, For Analysis, Size: 500ml;PERCHLORIC ACID 70-72% ACS ISO 500 ML;EM1.00519.0510;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00519.0510;$203.00;Цена для Case не найдена
GR ACS Ascorbic Acid;L-ASCORBIC ACID ACS GRD 2500GM;EM-AX1775-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX1775-5;$1,916.00;Цена для Case не найдена
HYDROCHLORIC ACID RE 500ML;HYDROCHLORIC ACID RE 500 ML;EMD-HX0603-4;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EMD-HX0603-4;$91.00;$442.00
Hydrochloric Acid;Muriatic Acid. CAS RN 7647-01-0. Formula Weight 36.46. Density 1.19 kg/L. Guaranteed Reagent, 36.5-38.0%. Meets ACS Specifications. Packaged in a PVC-coated container. Subject to postal/shipping restrictions. 500 mL.;EM-HX0603P-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-HX0603P-5;$120.00;$618.00
Hydrochloric Acid, GR ACS;HCl in water. CAS: 7647-01-0. Molecular Weight: 36.46. Size: 2.5L.;EM-HX0603-75;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-HX0603-75;$159.00;$786.00
HYDROCHLORIC ACID RE 2500ML;HYDROCHLORIC ACID RE 2.5L;EMD-HX0603-3;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EMD-HX0603-3;$96.00;$513.00
Hydrochloric Acid;Muriatic Acid. CAS RN 7647-01-0. Formula Weight 36.46. Density 1.19 kg/L. Guaranteed Reagent, 36.5-38.0%. Meets ACS Specifications. Packaged in a metal drum with plastic bag liner. Subject to postal/shipping restrictions. 227kg.;EM-HX0603-23;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-HX0603-23;$2,611.00;Цена для Case не найдена
Emsure* Hydrochloric Acid Fuming 37% Grade: Acs,Iso, Material: Plastic, Size: 1 L;HYDROCHLORIC ACID FUMING ACS 1L PLASTIC;EM1.00317.1011;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00317.1011;$55.00;Цена для Case не найдена
Emsure* Hydrochloric Acid Fuming 37% Grade: Acs,Iso, Size: 500 L;HYDROCHLORIC ACID FUMING 37% ACS 500ML;EM1.00317.0510;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00317.0510;$63.00;Цена для Case не найдена
Emsure* Hydrochloric Acid Fuming 37% Grade: Acs,Iso, For Analysis, Size: 2 L;HYDROCHLORIC ACID FUMING 37% ACS ISO 2L;EM1.00317.2011;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00317.2011;$93.00;Цена для Case не найдена
Emsure* Hydrochloric Acid Fuming 37% Grade: Acs,Iso, Size: 1 L;HYDROCHLORIC ACID FUMING ACS 1L PL.COAT;EM1.00317.1010;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00317.1010;$69.00;Цена для Case не найдена
CITRIC ACID ANHYD GR 12KG;Описание не найдено;EM-CX1723-7;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-CX1723-7;$1,020.00;Цена для Case не найдена
Emsure* Ortho-Phosphoric Acid 85% Grade: Acs,Iso,Reag. Ph Eur, For Analysis, Size: 500ml;ORTHO-PHOSPHORIC ACID 85% ACS ISO 500ML;EM1.00573.0510;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00573.0510;$101.00;Цена для Case не найдена
Acetic Acid, Glacial, GR;Acetic Acid, Glacial, GR;EM-AX0073-75;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0073-75;$161.00;$942.00
REAGENT ACETIC ACID 2500ML;Описание не найдено;EMD-AX0073-9;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EMD-AX0073-9;$131.00;$773.00
Acetic Acid;"Ethanolic acid; Glacial acetic acid. CAS RN 64-19-7. Formula Weight: 60.05. Density: 1.05kg/L. Guaranteed Reagent, 99.7% min. by freezing point. Meets ACS Specifications. Packaged in a PVC-coated glass bottle. Subject to postal/shipping restrictions. 500mL.";EM-AX0073P-5;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM-AX0073P-5;$265.00;$1,325.00
Formic Acid 89-91% for Analysis EMSURE* ACS 1L;FORMIC ACID 89-91% FOR AN (1L);EM1.00253.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00253.1000;$260.00;$1,523.00
Succinic acid crystal;Succinic acid crystal, Suitable for use as excipient EMPROVE* exp NF,JPE,ACS, Cas No. 110-15-6, Molecular Formula: HOOCCH2CH2COOH, Synonyms: Butanedioic acid, Size: 50kg;EM1.00681.9050;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00681.9050;$4,462.00;Цена для Case не найдена
Ortho-Phosphoric Acid 85% for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 2. 5L;ORTHO-PHOSPHORIC ACID 8 (2.5L);EM1.00573.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00573.2500;$468.00;$1,843.00
Ortho-Phosphoric Acid 85% for Analysis EMSURE* ACS, ISO, REAGENT PH EUR 1L;ORTHO-PHOSPHORIC ACID 85% (1L);EM1.00573.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00573.1000;$245.00;$1,416.00
Succinic Acid, Extra Pure, NF Grade, 99.0–100.5% (by acidimetry).;SUCCINIC ACID CRYSTALS 5KG;EM1.00681.5000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00681.5000;$1,170.00;Цена для Case не найдена
Hydrobromic Acid 47% for Analysis EMSURE* ISO 1L;HYDROBROMIC ACID 47% FOR (1L);EM1.00307.1000;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00307.1000;$683.00;$4,028.00
Perchloric Acid 60% for Analysis EMSURE* ACS 1Pc;PERCHLORIC ACID 60% FOR (1PC);EM1.00518.2514;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00518.2514;$2,366.00;Цена для Case не найдена
Perchloric Acid 60% for Analysis EMSURE* ACS 2. 5L;PERCHLORIC ACID 60% FOR (2.5L);EM1.00518.2501;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00518.2501;$699.00;Цена для Case не найдена
Acetic Acid (Glacial) 100% for Analysis Emparta ACS 2. 5L;ACETIC ACID (GLACIAL) 1 (2.5L);EM1.01830.2500;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.01830.2500;$231.00;$900.00
Perchloric Acid 60% for Analysis EMSURE* ACS 1Pc;PERCHLORIC ACID 60% FOR (1PC);EM1.00518.1016;MilliporeSigma;https://us.vwr.com/store/catalog/product.jsp?catalog_number=EM1.00518.1016;$1,814.00;Цена для Case не найдена
